"Bus","No","Time (abs)","State","ID (hex)","Length","Message","Data (hex)","ASCII"
"CAN","369","39775.431.068.0","     ","682","3","","1E 0F 08","..."
"CAN","370","39775.816.410.0","   S ","602","4","","07 00 00 00","...."
"CAN","371","39775.816.829.0","     ","682","1","","07","."
"CAN","372","39796.365.980.0","   S ","602","4","","07 00 00 80","...Ä"
"CAN","373","39796.366.399.0","     ","682","1","","07","."
"CAN","374","39807.870.448.0","   S ","602","2","","01 05",".."
"CAN","375","39807.871.171.0","     ","682","7","","01 00 A5 00 BB 00 BB","..•.ª.ª"
"CAN","376","39807.871.768.0","     ","682","7","","21 00 BA 00 BA 00 B9","!.∫.∫.π"
"CAN","377","39807.872.382.0","     ","682","7","","41 00 B7 E6 B6 00 01","A.∑Ê∂.."
"CAN","378","39807.873.012.0","     ","682","7","","61 00 02 00 00 00 01","a......"
"CAN","379","39841.213.314.0","   S ","602","4","","07 00 00 20","... "
"CAN","380","39841.214.071.0","     ","682","1","","07","."
"CAN","381","39846.813.210.0","   S ","602","2","","01 05",".."
"CAN","382","39846.814.226.0","     ","682","7","","01 00 AF 00 BB 00 BB","..Ø.ª.ª"
"CAN","383","39846.814.823.0","     ","682","7","","21 00 BA 00 BB E6 B6","!.∫.ªÊ∂"
"CAN","384","39846.815.443.0","     ","682","7","","41 00 B9 03 CD 00 00","A.π.Õ.."
"CAN","385","39846.816.073.0","     ","682","7","","61 00 01 00 00 00 01","a......"
"CAN","386","39869.653.168.0","   S ","602","2","","01 05",".."
"CAN","387","39869.653.886.0","     ","682","7","","01 00 BB 00 BA 00 BB","..ª.∫.ª"
"CAN","388","39869.654.483.0","     ","682","7","","21 00 BA 00 BB E6 BA","!.∫.ªÊ∫"
"CAN","389","39869.655.102.0","     ","682","7","","41 00 B9 00 06 00 00","A.π...."
"CAN","390","39869.655.733.0","     ","682","7","","61 00 01 00 01 00 01","a......"
"CAN","391","39879.221.103.0","   S ","602","2","","01 05",".."
"CAN","392","39879.221.826.0","     ","682","7","","01 00 BC 00 BB 00 BB","..º.ª.ª"
"CAN","393","39879.222.423.0","     ","682","7","","21 00 BB 00 BB E6 B9","!.ª.ªÊπ"
"CAN","394","39879.223.048.0","     ","682","7","","41 00 B8 00 04 00 00","A.∏...."
"CAN","395","39879.223.678.0","     ","682","7","","61 00 01 00 01 00 01","a......"
"CAN","396","40218.295.517.0","   S ","602","4","","07 00 00 20","... "
"CAN","397","40242.199.051.0","   S ","602","2","","01 03",".."
"CAN","398","40260.830.735.0","   S ","602","2","","01 03",".."
"CAN","399","40268.054.584.0","   S ","602","2","","01 05",".."
